policy_id,customer_id,policy_type,premium,coverage_amount,deductible,policy_start_date,policy_end_date,policy_status,first_name,last_name,age,gender,marital_status,region,income,credit_score,employment_status,engagement_score,mobile_app_logins,response_time_minutes,risk_zone,past_claim_count,past_claim_amount_total,max_severity,last_claim_date,days_since_last_claim,driving_score,bmi,smoker_flag,property_risk_index,raw_text,sentiment_score,will_file_claim
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,53121.835973151115,626,Student,55,8,200,3,0,0.0,1.0,,9999.0,80.35613610617007,28.885483995571644,0,4,Water leak caused interior damage,-0.004415943940614104,0
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,81134.23228244366,725,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,62.4109079978095,21.551855546872734,0,4,Severe collision with significant damage,0.3579206039245636,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,108877.53593534074,683,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,75.39698899247618,18.526177791988253,1,4,"Small scratch, almost no damage",-0.24991328216287745,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,86498.34043780391,707,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,78.09347208235737,24.21949384312523,0,4,Theft incident reported in neighborhood,0.004357697019108742,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,115804.68666367329,677,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,71.73936839298526,24.205621478578458,0,2,Car vandalized overnight,0.12447305406303469,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,59522.57052784543,655,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,73.49537579604927,28.451773629396204,0,2,Windshield cracked by falling debris,-0.01692899903694774,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,133596.53877210585,780,Employed,88,25,20,1,0,0.0,1.0,,9999.0,89.73363635940811,15.520318532053214,0,1,Minor accident but resolved quickly,0.22066367206383902,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,85816.34932457161,701,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,73.23822350334285,16.650493004921803,0,2,Water leak caused interior damage,0.08210121075224726,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,67877.77326715807,617,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,66.7267882711653,23.626274824554166,0,5,Severe collision with significant damage,0.4126812142635992,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,103071.93307877828,771,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,84.63119717093463,20.923013277993455,0,2,Car vandalized overnight,-0.011756316627455585,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,66404.95290856816,603,Student,55,8,200,3,0,0.0,1.0,,9999.0,74.70484911452604,28.885483995571644,0,4,Water leak caused interior damage,-0.06807361680663647,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,76812.1942569018,728,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,63.723357603533124,21.551855546872734,0,4,Severe collision with significant damage,0.3988971938666953,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,109696.91669111418,694,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,80.65410974250206,18.526177791988253,1,4,"Small scratch, almost no damage",-0.1990593960149528,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,83768.85753328075,683,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,75.7975464367483,24.21949384312523,0,4,Theft incident reported in neighborhood,0.08738437321414923,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,117364.40631209519,668,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,69.09775630556949,24.205621478578458,0,2,Car vandalized overnight,-0.047497897712339095,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,70654.94885555208,684,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,73.7868957285131,28.451773629396204,0,2,Windshield cracked by falling debris,-0.012176319459263368,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,139040.56584171447,773,Employed,88,25,20,1,0,0.0,1.0,,9999.0,92.2088288088025,15.520318532053214,0,1,Minor accident but resolved quickly,0.09447343714552431,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,86525.57124293759,673,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,62.607525218658544,16.650493004921803,0,2,Water leak caused interior damage,-0.03167389962184613,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,75179.06746837961,619,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,65.1723705795233,23.626274824554166,0,5,Severe collision with significant damage,0.4082193767117813,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,105138.13213573558,807,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,91.47021323427388,20.923013277993455,0,2,Car vandalized overnight,-0.03396523846828679,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,62756.144812859886,600,Student,55,8,200,3,0,0.0,1.0,,9999.0,71.05149075655518,28.885483995571644,0,4,Water leak caused interior damage,-0.04121355886585048,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,83350.78975360196,747,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,65.06215196752342,21.551855546872734,0,4,Severe collision with significant damage,0.4148497931861137,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,115471.94122976965,691,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,72.35442625746445,18.526177791988253,1,4,"Small scratch, almost no damage",-0.22746306049782267,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,90419.380689493,713,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,76.02676743177125,24.21949384312523,0,4,Theft incident reported in neighborhood,0.017500559896758732,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,124114.57052121227,701,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,66.93260595509804,24.205621478578458,0,2,Car vandalized overnight,-0.032644367909953294,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,68579.74965912472,615,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,86.19560175860227,28.451773629396204,0,2,Windshield cracked by falling debris,0.0646511639107351,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,133470.06793016763,759,Employed,88,25,20,1,0,0.0,1.0,,9999.0,86.70387352009668,15.520318532053214,0,1,Minor accident but resolved quickly,0.14239117653265623,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,90413.91106125274,703,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,74.56076499485333,16.650493004921803,0,2,Water leak caused interior damage,0.11900950693773847,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,72862.37325590652,620,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,69.53816568134334,23.626274824554166,0,5,Severe collision with significant damage,0.3830583084735022,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,92190.05250795727,762,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,85.74471790316979,20.923013277993455,0,2,Car vandalized overnight,-0.11666739209235802,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,58882.00373679984,622,Student,55,8,200,3,0,0.0,1.0,,9999.0,80.53246045087394,28.885483995571644,0,4,Water leak caused interior damage,-0.11889377673884345,0
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,81430.10497534888,731,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,63.14866838342933,21.551855546872734,0,4,Severe collision with significant damage,0.40619749709227343,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,107650.92232893528,709,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,77.47935048599652,18.526177791988253,1,4,"Small scratch, almost no damage",-0.18497529238345972,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,84228.88085104557,722,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,73.10500588640173,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.03919140649619248,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,119383.85313613307,704,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,75.10153891932961,24.205621478578458,0,2,Car vandalized overnight,0.10504893863885756,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,73427.42709687556,650,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,81.47385482039522,28.451773629396204,0,2,Windshield cracked by falling debris,0.08314994684970517,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,133562.2509039004,772,Employed,88,25,20,1,0,0.0,1.0,,9999.0,88.40348454954267,15.520318532053214,0,1,Minor accident but resolved quickly,0.15219400483872406,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,95426.53352873382,732,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,74.10661857559809,16.650493004921803,0,2,Water leak caused interior damage,0.026972697117806577,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,64150.03803260811,630,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,67.48747349294123,23.626274824554166,0,5,Severe collision with significant damage,0.41972651086942586,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,105391.42312531614,775,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,93.34105364553336,20.923013277993455,0,2,Car vandalized overnight,0.09449974486602578,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,65189.6244594505,621,Student,55,8,200,3,0,0.0,1.0,,9999.0,79.36241909992461,28.885483995571644,0,4,Water leak caused interior damage,0.034106798337279066,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,83609.01869355676,742,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,65.9418577480229,21.551855546872734,0,4,Severe collision with significant damage,0.38439658261355747,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,101952.32798718491,673,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,76.18496539926046,18.526177791988253,1,4,"Small scratch, almost no damage",-0.21638494012066756,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,89075.54798088993,735,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,76.34177525163054,24.21949384312523,0,4,Theft incident reported in neighborhood,0.026868014072461296,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,119799.52329729899,676,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,69.02295582749778,24.205621478578458,0,2,Car vandalized overnight,0.0462205093637497,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,57882.65024030136,662,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,75.09333512725473,28.451773629396204,0,2,Windshield cracked by falling debris,-0.07850116465397683,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,140192.71083133877,788,Employed,88,25,20,1,0,0.0,1.0,,9999.0,86.67208360920395,15.520318532053214,0,1,Minor accident but resolved quickly,0.15745933916403942,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,95776.69231419587,722,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,66.32313943737527,16.650493004921803,0,2,Water leak caused interior damage,0.023022025378986816,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,67381.95171253932,622,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,68.10920058381903,23.626274824554166,0,5,Severe collision with significant damage,0.3713576416473914,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,100701.68430120045,778,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,88.82823770807484,20.923013277993455,0,2,Car vandalized overnight,0.039208322210877944,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,65554.36448577674,626,Student,55,8,200,3,0,0.0,1.0,,9999.0,83.90134688513774,28.885483995571644,0,4,Water leak caused interior damage,0.09605838102845206,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,84920.64525382858,732,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,67.75478064469914,21.551855546872734,0,4,Severe collision with significant damage,0.381910856555222,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,113344.24420463809,678,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,75.72541029893009,18.526177791988253,1,4,"Small scratch, almost no damage",-0.2154139459646155,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,74410.98848040997,733,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,81.48770542594255,24.21949384312523,0,4,Theft incident reported in neighborhood,0.08031323802257767,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,122918.17106654326,691,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,75.83291088024761,24.205621478578458,0,2,Car vandalized overnight,0.008078225297092775,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,67127.58440650423,625,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,69.59695727751985,28.451773629396204,0,2,Windshield cracked by falling debris,-0.04442316011794045,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,138983.43011487398,767,Employed,88,25,20,1,0,0.0,1.0,,9999.0,92.00551861716141,15.520318532053214,0,1,Minor accident but resolved quickly,0.1724556091210629,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,91024.6458337353,703,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,64.41822271399397,16.650493004921803,0,2,Water leak caused interior damage,-0.1100833068399038,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,74920.47355884453,662,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,70.39334860190304,23.626274824554166,0,5,Severe collision with significant damage,0.260081648101866,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,102563.61539763694,789,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,93.90350554867443,20.923013277993455,0,2,Car vandalized overnight,0.0166506023558129,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,59312.34651571297,629,Student,55,8,200,3,0,0.0,1.0,,9999.0,75.7012463717927,28.885483995571644,0,4,Water leak caused interior damage,-0.11724851915409332,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,79902.89088043223,733,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,56.95699897271754,21.551855546872734,0,4,Severe collision with significant damage,0.3092416128785904,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,107779.10400348496,703,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,79.85245687589504,18.526177791988253,1,4,"Small scratch, almost no damage",-0.26900492817551613,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,78578.36403526175,703,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,76.50217976606925,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.036070817487294335,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,122271.41389508509,690,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,61.667073370335274,24.205621478578458,0,2,Car vandalized overnight,-0.007390325177355887,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,64775.87872131772,656,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,87.8905204790596,28.451773629396204,0,2,Windshield cracked by falling debris,0.05564350703842485,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,134196.83253583705,764,Employed,88,25,20,1,0,0.0,1.0,,9999.0,90.7740359259225,15.520318532053214,0,1,Minor accident but resolved quickly,0.1535907072348632,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,91147.89583381574,713,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,69.87055966382057,16.650493004921803,0,2,Water leak caused interior damage,-0.04196602008897296,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,66659.12942573824,665,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,72.65362752685803,23.626274824554166,0,5,Severe collision with significant damage,0.4427220536392138,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,92554.60438529271,778,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,86.6272579747027,20.923013277993455,0,2,Car vandalized overnight,-0.07144286182720955,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,58801.04569356319,623,Student,55,8,200,3,0,0.0,1.0,,9999.0,79.73103319818962,28.885483995571644,0,4,Water leak caused interior damage,0.011094175438604975,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,81818.25392919862,694,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,59.08901971366153,21.551855546872734,0,4,Severe collision with significant damage,0.29799570124941477,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,112976.15308259665,713,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,74.07892673389084,18.526177791988253,1,4,"Small scratch, almost no damage",-0.23738410471347304,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,78634.74201649637,718,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,77.50320983801174,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.01593137019462988,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,122546.52593765125,679,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,61.679689717415975,24.205621478578458,0,2,Car vandalized overnight,0.054111895576318396,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,67019.72152673465,648,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,75.22710427449599,28.451773629396204,0,2,Windshield cracked by falling debris,0.036034473559711476,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,131467.3710196141,758,Employed,88,25,20,1,0,0.0,1.0,,9999.0,84.56462243714542,15.520318532053214,0,1,Minor accident but resolved quickly,0.11230970006708352,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,87405.79257576252,725,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,67.75852848580134,16.650493004921803,0,2,Water leak caused interior damage,-0.03894698204081207,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,78207.42932816067,635,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,69.48916156327124,23.626274824554166,0,5,Severe collision with significant damage,0.3592451633483945,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,101096.02314034228,759,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,91.91916500359453,20.923013277993455,0,2,Car vandalized overnight,0.09377857300171699,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,60201.22609102128,608,Student,55,8,200,3,0,0.0,1.0,,9999.0,83.20448332894752,28.885483995571644,0,4,Water leak caused interior damage,0.08095342405540404,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,80973.9829552316,746,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,69.85477475507007,21.551855546872734,0,4,Severe collision with significant damage,0.3265865907315675,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,113712.39110646477,691,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,78.9397023377652,18.526177791988253,1,4,"Small scratch, almost no damage",-0.2099887330999326,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,84611.60173038671,699,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,83.50991343171246,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.08657157144486329,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,120217.27554581694,696,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,68.81883847100451,24.205621478578458,0,2,Car vandalized overnight,-0.02236712305286826,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,72552.68296055122,637,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,77.07897784020612,28.451773629396204,0,2,Windshield cracked by falling debris,-0.046378217643122936,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,133673.65350294736,748,Employed,88,25,20,1,0,0.0,1.0,,9999.0,90.70558773033646,15.520318532053214,0,1,Minor accident but resolved quickly,0.19513063954528873,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,92472.56238112273,732,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,66.3245148033496,16.650493004921803,0,2,Water leak caused interior damage,-0.06453587598942061,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,72985.18207730743,646,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,74.60061543171004,23.626274824554166,0,5,Severe collision with significant damage,0.3964675117711236,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,98336.53063435286,769,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,93.47448767862956,20.923013277993455,0,2,Car vandalized overnight,3.5506078298178605e-05,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,59583.80097280145,605,Student,55,8,200,3,0,0.0,1.0,,9999.0,82.21032932663297,28.885483995571644,0,4,Water leak caused interior damage,-0.008772441486475513,0
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,82061.09141194707,750,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,64.89198474494599,21.551855546872734,0,4,Severe collision with significant damage,0.4585791475372199,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,114776.72785020428,736,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,74.88081183737212,18.526177791988253,1,4,"Small scratch, almost no damage",-0.16201514038328443,0
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,85386.1810541551,726,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,78.76586985440584,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.0072196409226485654,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,114000.65235470582,675,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,63.83243857855795,24.205621478578458,0,2,Car vandalized overnight,-0.017295815029999707,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,70525.78517413574,648,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,83.9097165909724,28.451773629396204,0,2,Windshield cracked by falling debris,-0.07534366594015834,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,144815.36869658282,786,Employed,88,25,20,1,0,0.0,1.0,,9999.0,87.5658114553548,15.520318532053214,0,1,Minor accident but resolved quickly,0.14145371730470616,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,90434.6753242694,675,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,68.41058643628288,16.650493004921803,0,2,Water leak caused interior damage,0.09766516278729954,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,68164.92944328168,645,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,63.551952211836685,23.626274824554166,0,5,Severe collision with significant damage,0.36856323302360383,0
